Year,Month,State,District,City,Facility_Category,Facility_Type,Facility_Name,Medicine_Name,Opening_Stock,Received,Consumption,Expired,Wasted,Lost,Closing_Stock,Nearing_Expiry,Reorder_Level
2024,June,Kerala,Kochi,Ahmedabad,State,Clinic,BGS Global Hospital,Zovirax,934,159,123,37,33,10,890,24,470
2024,July,Karnataka,Mysore,Kochi,PPP,Lab,BGS Global Hospital,Zovirax,316,311,365,37,16,98,111,20,191
2024,August,Maharashtra,Mumbai,Mysore,PPP,Health Center,BGS Global Hospital,Zovirax,901,426,395,96,30,37,769,23,200
2024,September,Gujarat,Chennai,Mysore,PPP,Lab,BGS Global Hospital,Zovirax,814,341,192,38,80,51,794,31,290
2024,October,Tamil Nadu,Pune,Ahmedabad,Central,Clinic,BGS Global Hospital,Zovirax,939,93,435,78,87,73,0,10,231
2024,November,Kerala,Kochi,Nagpur,PPP,Hospital,BGS Global Hospital,Zovirax,1045,220,63,73,96,12,1021,46,368
2024,December,Kerala,Mumbai,Ahmedabad,Central,Health Center,BGS Global Hospital,Zovirax,541,467,148,98,60,90,612,20,264
2024,January,Kerala,Bangalore,Nagpur,Central,Hospital,BGS Global Hospital,Tamiflu,340,492,284,27,87,64,370,31,339
2024,February,Tamil Nadu,Chennai,Bangalore,State,Hospital,BGS Global Hospital,Tamiflu,932,320,87,62,28,14,1061,31,304
2024,March,Karnataka,Bangalore,Ahmedabad,Central,Hospital,BGS Global Hospital,Tamiflu,474,255,208,27,14,79,401,5,479
2024,April,Kerala,Mumbai,Ahmedabad,State,Hospital,BGS Global Hospital,Tamiflu,556,103,422,28,69,91,49,7,364
2024,May,Gujarat,Kochi,Bangalore,PPP,Clinic,BGS Global Hospital,Tamiflu,981,421,416,63,20,45,858,25,223
2024,June,Maharashtra,Mysore,Kochi,State,Lab,BGS Global Hospital,Tamiflu,1613,495,266,96,58,33,1655,12,421
2024,July,Tamil Nadu,Mumbai,Mumbai,PPP,Hospital,BGS Global Hospital,Tamiflu,1665,388,212,36,14,21,1770,27,454
2024,August,Maharashtra,Chennai,Kochi,PPP,Health Center,BGS Global Hospital,Tamiflu,1163,97,482,33,18,74,0,25,172
2024,September,Maharashtra,Bangalore,Chennai,State,Clinic,BGS Global Hospital,Tamiflu,896,257,486,95,32,37,503,19,244
2024,October,Kerala,Kochi,Nagpur,PPP,Lab,BGS Global Hospital,Tamiflu,573,221,85,30,51,89,539,28,159
2024,November,Gujarat,Chennai,Mumbai,PPP,Lab,BGS Global Hospital,Tamiflu,1957,155,131,63,78,72,1768,11,456
2024,December,Gujarat,Mumbai,Bangalore,State,Lab,BGS Global Hospital,Tamiflu,909,79,70,47,25,17,829,32,330
2024,January,Tamil Nadu,Bangalore,Ahmedabad,PPP,Lab,BGS Global Hospital,Symmetrel,1722,276,490,58,88,87,1275,39,321
2024,February,Karnataka,Bangalore,Mysore,Central,Health Center,BGS Global Hospital,Symmetrel,760,199,450,85,97,67,260,16,404
2024,March,Tamil Nadu,Kochi,Bangalore,PPP,Clinic,BGS Global Hospital,Symmetrel,1258,383,125,18,35,94,1369,27,203
2024,April,Karnataka,Chennai,Chennai,Central,Lab,BGS Global Hospital,Symmetrel,1151,329,446,78,29,29,898,37,168
2024,May,Gujarat,Mumbai,Pune,State,Lab,BGS Global Hospital,Symmetrel,406,407,313,86,38,25,351,14,356
2024,June,Kerala,Mysore,Kochi,State,Clinic,BGS Global Hospital,Symmetrel,1737,306,104,91,64,39,1745,19,496
2024,July,Kerala,Mysore,Kochi,PPP,Lab,BGS Global Hospital,Symmetrel,913,65,55,15,89,15,804,23,273
2024,August,Kerala,Nagpur,Nagpur,PPP,Hospital,BGS Global Hospital,Symmetrel,1805,454,490,69,64,17,1619,18,309
2024,September,Karnataka,Ahmedabad,Bangalore,State,Hospital,BGS Global Hospital,Symmetrel,1320,176,311,24,57,75,0,41,374
2024,October,Gujarat,Pune,Mumbai,Central,Lab,BGS Global Hospital,Symmetrel,1127,278,183,79,63,78,1002,43,250
2024,November,Tamil Nadu,Pune,Mumbai,State,Clinic,BGS Global Hospital,Symmetrel,1264,74,247,41,71,65,0,9,339
2024,December,Tamil Nadu,Mumbai,Chennai,PPP,Hospital,BGS Global Hospital,Symmetrel,1797,260,116,93,24,10,1814,22,375
2024,January,Kerala,Kochi,Chennai,PPP,Lab,BGS Global Hospital,Tylenol,1796,59,340,94,45,41,1335,31,185
2024,February,Maharashtra,Kochi,Mumbai,PPP,Hospital,BGS Global Hospital,Tylenol,1972,485,376,67,50,11,1953,19,404
2024,March,Gujarat,Bangalore,Pune,Central,Lab,BGS Global Hospital,Tylenol,294,143,59,81,56,78,163,25,208
2024,April,Karnataka,Ahmedabad,Mumbai,State,Hospital,BGS Global Hospital,Tylenol,1575,70,209,78,18,65,1275,26,253
2024,May,Kerala,Kochi,Pune,PPP,Health Center,BGS Global Hospital,Tylenol,1648,410,402,12,88,76,1480,7,225
2024,June,Karnataka,Nagpur,Chennai,PPP,Clinic,BGS Global Hospital,Tylenol,744,63,392,54,56,75,230,33,356
2024,July,Tamil Nadu,Bangalore,Pune,PPP,Health Center,BGS Global Hospital,Tylenol,1274,329,314,68,28,98,1095,25,233
2024,August,Kerala,Chennai,Bangalore,State,Health Center,BGS Global Hospital,Tylenol,1069,69,324,89,80,36,609,20,328
2024,September,Karnataka,Pune,Ahmedabad,PPP,Health Center,BGS Global Hospital,Tylenol,404,271,223,19,10,39,384,41,482
2024,October,Kerala,Pune,Pune,Central,Health Center,BGS Global Hospital,Tylenol,1824,483,219,37,21,45,1985,42,475
2024,November,Kerala,Ahmedabad,Pune,State,Clinic,BGS Global Hospital,Tylenol,1435,438,492,57,47,50,1227,37,241
2024,December,Maharashtra,Nagpur,Ahmedabad,Central,Clinic,BGS Global Hospital,Tylenol,1555,359,488,44,41,14,1327,28,167
2024,January,Kerala,Mumbai,Nagpur,PPP,Clinic,BGS Global Hospital,Advil,860,64,155,85,34,66,0,32,170
2024,February,Kerala,Mumbai,Mumbai,State,Hospital,BGS Global Hospital,Advil,963,209,107,74,62,46,883,47,232
2024,March,Tamil Nadu,Mumbai,Nagpur,Central,Clinic,BGS Global Hospital,Advil,671,385,429,21,38,58,510,20,335
2024,April,Tamil Nadu,Nagpur,Pune,PPP,Clinic,BGS Global Hospital,Advil,755,356,160,32,62,99,758,5,295
2024,May,Karnataka,Nagpur,Bangalore,Central,Lab,BGS Global Hospital,Advil,1708,473,234,36,50,30,1831,27,206
2024,June,Gujarat,Mysore,Kochi,PPP,Lab,BGS Global Hospital,Advil,359,428,288,64,76,63,296,5,327
2024,July,Tamil Nadu,Chennai,Kochi,Central,Health Center,BGS Global Hospital,Advil,1780,488,116,81,90,82,1899,45,151
2024,August,Gujarat,Chennai,Bangalore,State,Clinic,BGS Global Hospital,Advil,212,306,283,97,27,98,13,25,380
2024,September,Kerala,Mysore,Nagpur,Central,Lab,BGS Global Hospital,Advil,1313,354,405,68,31,43,1120,5,451
2024,October,Tamil Nadu,Nagpur,Mumbai,State,Lab,BGS Global Hospital,Advil,926,466,246,89,39,69,949,34,382
2024,November,Kerala,Pune,Mysore,PPP,Clinic,BGS Global Hospital,Advil,1601,408,126,13,19,56,1795,27,251
2024,December,Tamil Nadu,Mysore,Kochi,Central,Health Center,BGS Global Hospital,Advil,1013,482,283,26,57,14,1115,29,291
2024,January,Maharashtra,Nagpur,Kochi,State,Clinic,BGS Global Hospital,Aleve,711,335,475,29,33,74,435,29,386
2024,February,Gujarat,Nagpur,Bangalore,State,Lab,BGS Global Hospital,Aleve,338,84,65,62,43,81,171,31,382
2024,March,Maharashtra,Kochi,Pune,Central,Health Center,BGS Global Hospital,Aleve,847,161,391,81,42,85,0,38,259
2024,April,Gujarat,Pune,Mysore,PPP,Clinic,BGS Global Hospital,Aleve,763,336,195,89,80,56,679,40,337
2024,May,Tamil Nadu,Mumbai,Chennai,Central,Lab,BGS Global Hospital,Aleve,1730,437,321,81,94,68,1603,7,473
2024,June,Maharashtra,Pune,Pune,PPP,Hospital,BGS Global Hospital,Aleve,285,346,58,58,56,44,415,40,271
2024,July,Kerala,Ahmedabad,Bangalore,Central,Hospital,BGS Global Hospital,Aleve,543,442,107,25,89,18,746,27,246
2024,August,Gujarat,Nagpur,Mysore,State,Clinic,BGS Global Hospital,Aleve,1622,93,302,48,87,92,1186,6,322
2024,September,Gujarat,Kochi,Nagpur,PPP,Clinic,BGS Global Hospital,Aleve,373,153,226,74,68,92,66,24,389
2024,October,Karnataka,Nagpur,Mysore,State,Health Center,BGS Global Hospital,Aleve,1193,472,102,18,72,48,1425,20,276
2024,November,Karnataka,Nagpur,Nagpur,Central,Hospital,BGS Global Hospital,Aleve,724,68,367,63,36,53,273,31,163
2024,December,Karnataka,Mysore,Pune,PPP,Clinic,BGS Global Hospital,Aleve,574,220,56,54,53,13,618,37,413
2024,January,Tamil Nadu,Pune,Chennai,PPP,Hospital,BGS Global Hospital,Bufferin,1566,316,488,92,98,25,1179,37,310
2024,February,Gujarat,Nagpur,Ahmedabad,PPP,Lab,BGS Global Hospital,Bufferin,727,147,379,35,97,83,280,23,376
2024,March,Kerala,Mumbai,Kochi,Central,Hospital,BGS Global Hospital,Bufferin,238,432,225,57,87,20,281,26,275
2024,April,Tamil Nadu,Ahmedabad,Pune,PPP,Health Center,BGS Global Hospital,Bufferin,1026,347,479,37,51,52,754,26,428
2024,May,Tamil Nadu,Chennai,Mumbai,State,Hospital,BGS Global Hospital,Bufferin,1388,60,461,13,11,36,0,6,296
2024,June,Karnataka,Ahmedabad,Ahmedabad,State,Clinic,BGS Global Hospital,Bufferin,479,213,275,25,32,36,324,34,441
2024,July,Gujarat,Kochi,Nagpur,PPP,Lab,BGS Global Hospital,Bufferin,1577,114,441,81,58,45,1066,44,452
2024,August,Kerala,Kochi,Mumbai,PPP,Lab,BGS Global Hospital,Bufferin,1536,166,165,96,22,10,1409,46,273
2024,September,Gujarat,Mysore,Chennai,State,Lab,BGS Global Hospital,Bufferin,610,149,80,51,93,91,444,12,336
2024,October,Maharashtra,Chennai,Chennai,State,Hospital,BGS Global Hospital,Bufferin,866,178,450,71,26,93,404,38,172
2024,November,Karnataka,Bangalore,Kochi,PPP,Lab,BGS Global Hospital,Bufferin,580,290,429,16,83,91,251,30,269
2024,December,Karnataka,Kochi,Kochi,Central,Clinic,BGS Global Hospital,Bufferin,1362,499,55,52,95,93,1566,42,346
2024,January,Gujarat,Bangalore,Ahmedabad,PPP,Clinic,BGS Global Hospital,Excedrin,675,219,64,25,33,21,751,15,161
2024,February,Karnataka,Ahmedabad,Ahmedabad,Central,Health Center,BGS Global Hospital,Excedrin,1421,444,79,48,31,37,1670,30,223
2024,March,Gujarat,Nagpur,Mumbai,State,Clinic,BGS Global Hospital,Excedrin,1549,406,408,42,11,23,1471,15,463
2024,April,Gujarat,Mumbai,Mysore,PPP,Lab,BGS Global Hospital,Excedrin,370,245,299,70,50,33,163,30,360
2024,May,Gujarat,Ahmedabad,Mumbai,PPP,Health Center,BGS Global Hospital,Excedrin,1194,200,162,41,70,66,1055,5,258
2024,June,Maharashtra,Chennai,Nagpur,Central,Health Center,BGS Global Hospital,Excedrin,1404,317,200,38,74,90,1319,45,263
2024,July,Kerala,Kochi,Pune,State,Lab,BGS Global Hospital,Excedrin,1639,421,420,23,82,63,1472,47,273
2024,August,Maharashtra,Pune,Nagpur,State,Health Center,BGS Global Hospital,Excedrin,273,466,242,52,64,56,325,29,375
2024,September,Tamil Nadu,Bangalore,Mysore,Central,Clinic,BGS Global Hospital,Excedrin,1069,165,444,29,50,76,635,31,362
2024,October,Kerala,Ahmedabad,Mysore,State,Lab,BGS Global Hospital,Excedrin,658,250,63,78,10,21,736,8,415
2024,November,Kerala,Chennai,Mysore,State,Clinic,BGS Global Hospital,Excedrin,1259,294,468,50,20,91,924,20,349
2024,December,Gujarat,Mysore,Mysore,PPP,Hospital,BGS Global Hospital,Excedrin,951,68,169,62,35,50,703,16,461
2024,January,Kerala,Kochi,Ahmedabad,PPP,Lab,BGS Global Hospital,Midol,1557,428,102,21,82,94,1686,33,257
2024,February,Kerala,Kochi,Kochi,PPP,Lab,BGS Global Hospital,Midol,1563,469,215,94,67,91,1565,19,347
2024,March,Karnataka,Bangalore,Chennai,PPP,Clinic,BGS Global Hospital,Midol,462,101,91,61,86,48,277,42,283
2024,April,Tamil Nadu,Kochi,Nagpur,PPP,Clinic,BGS Global Hospital,Midol,1091,98,111,44,73,12,949,15,213
2024,May,Karnataka,Pune,Chennai,PPP,Hospital,BGS Global Hospital,Midol,614,321,303,51,38,90,453,48,387
2024,June,Tamil Nadu,Bangalore,Mysore,Central,Hospital,BGS Global Hospital,Midol,987,248,253,96,38,42,806,28,350
2024,July,Gujarat,Mumbai,Chennai,State,Health Center,BGS Global Hospital,Midol,933,122,197,40,96,13,709,23,344
2024,August,Tamil Nadu,Nagpur,Kochi,PPP,Health Center,BGS Global Hospital,Midol,1350,296,162,39,95,31,1319,37,297
2024,September,Maharashtra,Chennai,Bangalore,PPP,Lab,BGS Global Hospital,Midol,754,125,289,89,90,89,322,10,346
2024,October,Maharashtra,Kochi,Mumbai,State,Clinic,BGS Global Hospital,Midol,1499,452,498,52,22,74,1305,31,167
2024,November,Karnataka,Nagpur,Bangalore,Central,Lab,BGS Global Hospital,Midol,1338,363,376,22,95,91,1117,31,416
2024,December,Maharashtra,Mysore,Kochi,PPP,Hospital,BGS Global Hospital,Midol,592,230,360,22,42,43,355,5,454
2024,January,Karnataka,Pune,Mumbai,Central,Health Center,BGS Global Hospital,Calpol,1408,120,177,42,93,97,0,21,411
2024,February,Maharashtra,Chennai,Nagpur,Central,Health Center,BGS Global Hospital,Calpol,1513,318,287,59,93,38,1354,9,421
2024,March,Gujarat,Ahmedabad,Mysore,State,Hospital,BGS Global Hospital,Calpol,748,398,323,76,92,71,584,42,396
2024,April,Gujarat,Kochi,Kochi,Central,Health Center,BGS Global Hospital,Calpol,1374,198,360,91,37,70,1014,25,294
2024,May,Tamil Nadu,Nagpur,Nagpur,State,Health Center,BGS Global Hospital,Calpol,240,386,150,78,62,20,316,11,246
2024,June,Karnataka,Kochi,Bangalore,Central,Clinic,BGS Global Hospital,Calpol,968,171,385,82,39,25,608,45,384
2024,July,Gujarat,Chennai,Pune,State,Lab,BGS Global Hospital,Calpol,333,374,279,66,33,41,288,17,417
2024,August,Tamil Nadu,Ahmedabad,Nagpur,State,Hospital,BGS Global Hospital,Calpol,415,240,259,97,37,76,186,21,202
2024,September,Tamil Nadu,Mumbai,Mumbai,State,Hospital,BGS Global Hospital,Calpol,338,292,211,89,27,37,266,21,408
2024,October,Maharashtra,Mumbai,Mumbai,Central,Health Center,BGS Global Hospital,Calpol,955,335,474,65,77,28,646,36,351
2024,November,Kerala,Mumbai,Pune,PPP,Hospital,BGS Global Hospital,Calpol,1856,163,427,66,79,70,1377,11,352
2024,December,Tamil Nadu,Ahmedabad,Mumbai,PPP,Health Center,BGS Global Hospital,Calpol,1076,114,433,65,72,23,597,29,164
2024,January,Kerala,Kochi,Kochi,PPP,Lab,BGS Global Hospital,Disprin,858,78,260,50,57,92,477,47,451
2024,February,Gujarat,Nagpur,Bangalore,Central,Clinic,BGS Global Hospital,Disprin,641,82,386,39,37,26,235,29,265
2024,March,Kerala,Mumbai,Mysore,PPP,Clinic,BGS Global Hospital,Disprin,1317,378,157,72,44,84,1338,16,389
2024,April,Gujarat,Chennai,Mumbai,State,Health Center,BGS Global Hospital,Disprin,1041,180,373,56,46,33,713,17,424
2024,May,Maharashtra,Kochi,Kochi,Central,Health Center,BGS Global Hospital,Disprin,1372,104,268,57,75,80,0,47,218
2024,June,Gujarat,Bangalore,Mumbai,PPP,Lab,BGS Global Hospital,Disprin,535,50,163,43,19,40,0,48,237
2024,July,Kerala,Chennai,Nagpur,PPP,Hospital,BGS Global Hospital,Disprin,1674,311,182,55,22,81,1645,19,198
2024,August,Gujarat,Ahmedabad,Kochi,PPP,Health Center,BGS Global Hospital,Disprin,304,497,482,45,35,90,149,47,482
2024,September,Karnataka,Pune,Kochi,State,Lab,BGS Global Hospital,Disprin,833,85,281,31,23,93,490,8,444
2024,October,Karnataka,Mumbai,Pune,Central,Health Center,BGS Global Hospital,Disprin,1678,324,429,20,55,88,1410,15,211
2024,November,Gujarat,Kochi,Nagpur,State,Hospital,BGS Global Hospital,Disprin,666,481,315,67,18,36,711,35,276
2024,December,Karnataka,Nagpur,Kochi,PPP,Clinic,BGS Global Hospital,Disprin,1396,358,135,20,43,34,1522,37,225
2024,January,Kerala,Mysore,Mysore,Central,Health Center,BGS Global Hospital,Dettol,528,190,427,60,90,68,73,8,375
2024,February,Tamil Nadu,Ahmedabad,Mumbai,PPP,Clinic,BGS Global Hospital,Dettol,1529,360,158,50,13,14,1654,28,381
2024,March,Kerala,Chennai,Pune,Central,Clinic,BGS Global Hospital,Dettol,1246,50,360,39,11,53,833,38,172
2024,April,Kerala,Ahmedabad,Bangalore,Central,Clinic,BGS Global Hospital,Dettol,435,291,454,95,73,54,50,20,333
2024,May,Kerala,Mumbai,Bangalore,Central,Hospital,BGS Global Hospital,Dettol,1827,152,185,22,83,64,1625,46,442
2024,June,Kerala,Mumbai,Mysore,PPP,Clinic,BGS Global Hospital,Dettol,1128,420,98,71,85,42,1252,19,313
2024,July,Maharashtra,Nagpur,Chennai,State,Hospital,BGS Global Hospital,Dettol,986,459,336,97,28,67,917,37,254
2024,August,Gujarat,Pune,Kochi,State,Hospital,BGS Global Hospital,Dettol,398,401,382,61,51,16,289,35,295
2024,September,Gujarat,Ahmedabad,Bangalore,PPP,Hospital,BGS Global Hospital,Dettol,425,148,153,88,69,49,214,22,289
2024,October,Tamil Nadu,Bangalore,Chennai,PPP,Hospital,BGS Global Hospital,Dettol,1851,83,79,98,27,49,1681,40,377
2024,November,Maharashtra,Pune,Mysore,State,Health Center,BGS Global Hospital,Dettol,740,116,353,72,33,64,334,24,469
2024,December,Gujarat,Mumbai,Pune,PPP,Lab,BGS Global Hospital,Dettol,483,476,362,66,50,13,468,14,371
2024,January,Tamil Nadu,Chennai,Nagpur,PPP,Hospital,BGS Global Hospital,Savlon,932,463,455,63,95,80,0,26,212
2024,February,Kerala,Mysore,Mysore,PPP,Hospital,BGS Global Hospital,Savlon,528,50,319,82,26,61,90,25,486
2024,March,Maharashtra,Mumbai,Nagpur,PPP,Clinic,BGS Global Hospital,Savlon,1246,228,495,47,94,10,828,30,187
2024,April,Gujarat,Chennai,Bangalore,PPP,Lab,BGS Global Hospital,Savlon,466,401,309,27,72,83,376,28,260
2024,May,Tamil Nadu,Kochi,Mysore,PPP,Clinic,BGS Global Hospital,Savlon,550,485,145,72,77,25,716,31,473
2024,June,Gujarat,Ahmedabad,Kochi,Central,Clinic,BGS Global Hospital,Savlon,1989,211,162,73,71,40,1854,35,170
2024,July,Maharashtra,Nagpur,Nagpur,PPP,Health Center,BGS Global Hospital,Savlon,414,446,298,64,99,76,323,32,267
2024,August,Karnataka,Nagpur,Chennai,State,Clinic,BGS Global Hospital,Savlon,1807,119,494,99,72,98,1163,33,435
2024,September,Tamil Nadu,Kochi,Chennai,State,Lab,BGS Global Hospital,Savlon,1013,345,461,51,54,59,733,9,454
2024,October,Gujarat,Nagpur,Chennai,Central,Lab,BGS Global Hospital,Savlon,1968,470,268,29,91,11,2039,43,428
2024,November,Kerala,Nagpur,Ahmedabad,Central,Hospital,BGS Global Hospital,Savlon,547,445,74,10,22,29,857,7,319
2024,December,Gujarat,Nagpur,Bangalore,State,Health Center,BGS Global Hospital,Savlon,1289,241,271,96,31,17,1115,17,325
2024,January,Maharashtra,Kochi,Ahmedabad,PPP,Clinic,BGS Global Hospital,Betadine,637,353,169,54,77,27,663,29,398
2024,February,Gujarat,Mysore,Kochi,PPP,Hospital,BGS Global Hospital,Betadine,1192,116,67,66,92,60,1023,18,444
2024,March,Kerala,Mysore,Chennai,State,Hospital,BGS Global Hospital,Betadine,441,165,107,34,18,63,384,39,475
2024,April,Karnataka,Kochi,Mumbai,Central,Clinic,BGS Global Hospital,Betadine,1037,299,270,58,50,75,883,8,380
2024,May,Maharashtra,Ahmedabad,Chennai,Central,Health Center,BGS Global Hospital,Betadine,136,434,441,11,70,41,7,40,429
2024,June,Gujarat,Pune,Mumbai,Central,Health Center,BGS Global Hospital,Betadine,1643,135,266,27,41,76,1368,11,154
2024,July,Gujarat,Bangalore,Chennai,State,Hospital,BGS Global Hospital,Betadine,1287,165,353,76,71,96,0,34,242
2024,August,Karnataka,Pune,Ahmedabad,Central,Hospital,BGS Global Hospital,Betadine,1941,499,166,29,57,44,2144,37,495
2024,September,Maharashtra,Mysore,Pune,Central,Health Center,BGS Global Hospital,Betadine,1840,455,234,89,55,79,1838,47,406
2024,October,Tamil Nadu,Pune,Pune,PPP,Health Center,BGS Global Hospital,Betadine,1308,136,112,45,15,54,1218,39,237
2024,November,Tamil Nadu,Mumbai,Pune,PPP,Health Center,BGS Global Hospital,Betadine,1641,74,195,60,41,87,1332,11,388
2024,December,Karnataka,Kochi,Kochi,PPP,Hospital,BGS Global Hospital,Betadine,1820,246,246,39,42,74,1665,14,346
2024,January,Karnataka,Ahmedabad,Nagpur,State,Health Center,BGS Global Hospital,Hexidine,1382,51,395,61,62,88,0,23,303
2024,February,Kerala,Pune,Kochi,State,Hospital,BGS Global Hospital,Hexidine,264,157,226,23,41,84,47,22,433
2024,March,Kerala,Nagpur,Kochi,State,Lab,BGS Global Hospital,Hexidine,1913,276,57,82,76,52,1922,19,412
2024,April,Maharashtra,Bangalore,Nagpur,PPP,Lab,BGS Global Hospital,Hexidine,636,411,321,89,52,21,564,27,159
2024,May,Tamil Nadu,Ahmedabad,Chennai,State,Lab,BGS Global Hospital,Hexidine,850,323,284,60,44,84,701,26,322
2024,June,Gujarat,Bangalore,Pune,State,Hospital,BGS Global Hospital,Hexidine,1771,346,157,32,64,10,1854,11,184
2024,July,Maharashtra,Bangalore,Bangalore,PPP,Hospital,BGS Global Hospital,Hexidine,1848,320,499,34,13,89,1533,27,189
2024,August,Tamil Nadu,Pune,Chennai,Central,Hospital,BGS Global Hospital,Hexidine,752,432,442,72,75,75,520,18,286
2024,September,Gujarat,Mysore,Chennai,State,Clinic,BGS Global Hospital,Hexidine,1219,307,58,60,51,61,1296,6,238
2024,October,Gujarat,Bangalore,Mysore,Central,Health Center,BGS Global Hospital,Hexidine,1637,379,211,73,26,46,1660,14,361
2024,November,Tamil Nadu,Pune,Pune,PPP,Hospital,BGS Global Hospital,Hexidine,1043,361,392,11,89,37,875,36,389
2024,December,Karnataka,Kochi,Mysore,Central,Health Center,BGS Global Hospital,Hexidine,659,196,70,24,70,46,645,47,261
2024,January,Karnataka,Kochi,Kochi,State,Hospital,BGS Global Hospital,Isopropyl Alcohol,811,321,371,54,58,94,555,43,322
2024,February,Maharashtra,Mysore,Nagpur,State,Clinic,BGS Global Hospital,Isopropyl Alcohol,875,193,458,32,82,53,443,23,268
2024,March,Tamil Nadu,Pune,Ahmedabad,State,Hospital,BGS Global Hospital,Isopropyl Alcohol,1544,73,494,92,22,95,914,28,274
2024,April,Kerala,Pune,Nagpur,Central,Clinic,BGS Global Hospital,Isopropyl Alcohol,434,134,144,90,17,59,258,35,348
2024,May,Tamil Nadu,Pune,Kochi,Central,Health Center,BGS Global Hospital,Isopropyl Alcohol,950,122,432,19,52,38,0,23,286
2024,June,Karnataka,Mysore,Mysore,State,Hospital,BGS Global Hospital,Isopropyl Alcohol,1447,378,287,34,51,50,1403,38,413
2024,July,Gujarat,Kochi,Mumbai,PPP,Health Center,BGS Global Hospital,Isopropyl Alcohol,1813,415,300,94,95,35,1704,46,470
2024,August,Maharashtra,Chennai,Mumbai,State,Lab,BGS Global Hospital,Isopropyl Alcohol,1209,301,399,26,85,61,939,42,260
2024,September,Karnataka,Nagpur,Ahmedabad,Central,Lab,BGS Global Hospital,Isopropyl Alcohol,903,421,383,44,82,63,0,34,238
2024,October,Maharashtra,Pune,Chennai,Central,Clinic,BGS Global Hospital,Isopropyl Alcohol,299,470,334,75,83,44,233,6,321
2024,November,Gujarat,Mysore,Pune,PPP,Health Center,BGS Global Hospital,Isopropyl Alcohol,1093,130,392,12,23,32,0,30,231
2024,December,Karnataka,Mumbai,Nagpur,Central,Health Center,BGS Global Hospital,Isopropyl Alcohol,1613,456,338,82,68,56,1525,24,360
2024,January,Kerala,Pune,Mysore,State,Lab,BGS Global Hospital,Hydrogen Peroxide,1788,187,78,67,62,43,1725,34,441
2024,February,Maharashtra,Mysore,Kochi,PPP,Health Center,BGS Global Hospital,Hydrogen Peroxide,802,291,114,33,75,17,854,38,352
2024,March,Tamil Nadu,Mysore,Bangalore,State,Clinic,BGS Global Hospital,Hydrogen Peroxide,641,361,382,42,56,49,473,31,401
2024,April,Kerala,Ahmedabad,Mysore,PPP,Lab,BGS Global Hospital,Hydrogen Peroxide,738,376,176,42,28,45,823,10,462
2024,May,Maharashtra,Mumbai,Pune,PPP,Lab,BGS Global Hospital,Hydrogen Peroxide,505,229,217,40,66,61,0,42,493
2024,June,Tamil Nadu,Nagpur,Nagpur,PPP,Health Center,BGS Global Hospital,Hydrogen Peroxide,1211,333,245,77,88,19,1115,26,225
2024,July,Maharashtra,Kochi,Nagpur,PPP,Hospital,BGS Global Hospital,Hydrogen Peroxide,1270,55,219,96,32,60,918,41,187
2024,August,Karnataka,Kochi,Bangalore,State,Clinic,BGS Global Hospital,Hydrogen Peroxide,212,490,119,30,30,99,424,18,252
2024,September,Kerala,Kochi,Chennai,PPP,Lab,BGS Global Hospital,Hydrogen Peroxide,1959,167,193,27,93,71,1742,7,361
2024,October,Gujarat,Mumbai,Ahmedabad,State,Health Center,BGS Global Hospital,Hydrogen Peroxide,1118,342,493,88,83,21,775,44,388
2024,November,Karnataka,Nagpur,Mysore,Central,Clinic,BGS Global Hospital,Hydrogen Peroxide,1679,310,201,24,46,40,1678,29,308
2024,December,Maharashtra,Chennai,Mumbai,PPP,Hospital,BGS Global Hospital,Hydrogen Peroxide,601,115,469,35,53,65,94,24,373
2024,January,Tamil Nadu,Mysore,Nagpur,State,Lab,BGS Global Hospital,Neosporin,1360,57,374,30,71,16,926,6,239
2024,February,Gujarat,Kochi,Mysore,State,Health Center,BGS Global Hospital,Neosporin,190,438,213,29,40,60,286,29,304
2024,March,Kerala,Mysore,Kochi,State,Hospital,BGS Global Hospital,Neosporin,1402,107,481,39,59,34,0,19,191
2024,April,Maharashtra,Chennai,Pune,PPP,Clinic,BGS Global Hospital,Neosporin,1356,166,360,96,41,43,982,39,274
2024,May,Maharashtra,Nagpur,Nagpur,Central,Hospital,BGS Global Hospital,Neosporin,1284,149,276,36,34,89,998,27,373
2024,June,Karnataka,Mysore,Mumbai,Central,Hospital,BGS Global Hospital,Neosporin,1792,433,476,83,25,68,1573,24,429
2024,July,Tamil Nadu,Kochi,Pune,Central,Lab,BGS Global Hospital,Neosporin,1510,462,212,49,92,51,1568,42,327
2024,August,Tamil Nadu,Kochi,Ahmedabad,State,Clinic,BGS Global Hospital,Neosporin,869,228,480,38,35,85,459,7,265
2024,September,Kerala,Kochi,Mysore,Central,Lab,BGS Global Hospital,Neosporin,304,419,416,11,93,64,139,21,166
2024,October,Kerala,Kochi,Chennai,State,Clinic,BGS Global Hospital,Neosporin,1830,133,241,52,74,26,1570,12,444
2024,November,Karnataka,Bangalore,Chennai,State,Health Center,BGS Global Hospital,Neosporin,316,197,58,78,18,12,347,20,466
2024,December,Karnataka,Mysore,Kochi,State,Lab,BGS Global Hospital,Neosporin,435,486,248,46,68,86,473,25,338
2024,January,Tamil Nadu,Mumbai,Kochi,State,Lab,BGS Global Hospital,Silvadene,1505,87,149,90,43,91,1219,34,196
